ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
F9,F-9 Cougar,M,F9F-8_Cougar.png,AC7,1988,True,1952,,1974,GRUMMAN,USA,12.73,10.52,4.78,AC9,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,,
F900,Falcon 900,C,dassault-f900-ex.jpg,AC7,250,True,1984,,,DASSAULT,FRANCE,20.21,19.33,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,cruciform,1,,
F900W,Falcon 900LX,C,F900.jpeg,AC7,250,True,1984,,,DASSAULT,FRANCE,20.21,21.38,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,True,False,False,False,False,cruciform,1,,
F94,F-94A/B Starfire,M,lockheed-f-94-starfire.jpg,AC0,468,True,1950,1954,1959,LOCKHEED,USA,12.22,11.43,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
F94C,F-94C Starfire,M,lockheed-f-94c-starfire-2.jpg,AC0,387,True,1951,1954,1959,LOCKHEED,USA,13.56,11.37,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
F9F,F9F Panther,M,Grumman_F9F-5_Panther.png,AC4,1382,True,1947,,1969,GRUMMAN,USA,11.85,11.58,7.137,AC8,jet,['fuselage'],1,L1J,mid,straight,True,False,False,False,False,False,cruciform,1,,
FA10,Falcon 10,C,falcon10.png,AC2,226,True,1971,1989,,DASSAULT,FRANCE,13.86,13.08,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
FA20,"Falcon 20, HU-25 Guardian",X,FA20_3D.jpg,AC2,512,True,1965,1991,,DASSAULT,FRANCE,17.15,16.3,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
FA24,F-24 Argus III,X,,,2232,True,1932,1948,,FAIRCHILD,USA,7.27,11.08,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
FA50,Falcon 50,C,FA50.jpg,AC7,352,True,1976,2008,,DASSAULT,FRANCE,18.52,18.86,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,cruciform,1,,
FA62,PT-19,M,pt19.jpg,AC2,7700,True,1940,,,FAIRCHILD,USA,8.53,10.97,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
FA6X,Falcon 6X,C,Falcon-6X_s14h.png,AC7,10,True,2019,,,DASSAULT,FRANCE,25.68,25.94,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,cruciform,1,,
FA7X,Falcon 7X,C,dassault-falcon-7x.png,AC7,289,True,2007,,,DASSAULT,FRANCE,23.19,26.21,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,True,False,False,False,False,cruciform,1,,
FA8X,Falcon 8X,C,Falcon8X.png,AC7,50,True,2016,,,DASSAULT,FRANCE,24.46,26.29,,,jet,"['hips', 'tail']",3,L3J,low,swept,False,True,False,False,False,False,cruciform,1,,
FDCT,CTSW,C,FDCT-color.jpg,AC2,900,True,1997,,,FLIGHT DESIGN,GERMANY,6.22,8.5,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
FFLY,Firefly,M,firefly.png,AC2,1702,True,1943,1955,1956,FAIREY,UK,11.66,13.57,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
FJ3,FJ-3,M,R.jpeg,AC7,741,True,1954,,1962,NORTH AMERICAN,USA,11.46,11.316,6.86,AC9,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
FJ4,FJ-4,M,FJ-4.jpeg,AC7,374,True,1954,,1964,NORTH AMERICAN,USA,11.1,11.9,8.382,AC9,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
FLAM,MD 315 Flamant,M,dassault_md_312_flamant-42148.jpg,AC0,325,True,1948,,1981,DASSAULT,FRANCE,12.5,20.7,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,2,,
FOUG,"CM-170 Magister, CM-175 Zephyr",M,Fouga_CM-170_Magister.png,AC2,961,True,1956,,,FOUGA,FRANCE,10.06,12.15,,,jet,['fuselage'],2,L2J,mid,straight,True,False,False,False,False,False,V-tail,0,,
G102,G102 Astir,C,grob_g_102_astir_jean-18295.jpg,AC2,1241,True,1975,,,GROB,GERMANY,6.75,15,,,none,['none'],0,L0G,mid,straight,False,False,False,False,False,False,T-tail,1,,
G109,G-109 Ranger,X,G109.jpg,AC0,476,True,1980,,,GROB,GERMANY,8.1,17.4,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
G115,G-115,X,Grob_115E_janes12.png,AC2,285,True,1999,,,GROB,GERMANY,7.54,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
G150,G150,C,01503-mid.jpg,AC7,120,True,1985,2017,,GULFSTREAM,USA,17.25,16.94,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,cruciform,1,,
G159,"Gulfstream I, G-159",X,G159.png,AC2,200,True,1959,1969,,GRUMMAN,USA,19.43,23.93,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
G280,G280,C,GulfstreamG280.jpg,AC2,200,True,2009,,,GULFSTREAM,USA,20.3,19.2,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
G2GL,G-2 Galeb,M,G-2-50-1.jpg,AC2,248,True,1965,1985,,SOKO,YUGOSLAVIA,10.34,11.62,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
G3,"G3 Mirage, GX",C,GX-top.jpeg,AC0,400,True,1997,,,REMOS,GERMANY,6.48,9.3,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
G4SG,G-4 Super Galeb,M,soko_g_4_super_galeb.jpg,AC0,85,True,1983,1991,,SOKO,YUGOSLAVIA,11.86,9.88,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
G73T,G73T Turbo Mallard,C,G73T.jpg,AC2,59,True,1946,1951,,GRUMMAN,USA,14.7,20.3,,,prop,['wings'],2,A2T,high,straight,False,False,False,True,False,False,fuselage,1,,
G91,G.91,M,G91.jpeg,AC0,770,True,1958,1977,1995,FIAT,GERMANY,11.78,9,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
GA4C,"G-7, G400",C,Gulfstream_G400.png,AC7,10,True,2014,,,GULFSTREAM,USA,26.29,26.31,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GA5C,"G-7, G500",C,g500_width_pas1.jpg,AC7,125,True,2014,,,GULFSTREAM,USA,27.79,26.31,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GA6C,"G-7, G600",C,gulfstream_g600.jpg,AC7,130,True,2014,,,GULFSTREAM,USA,29.29,28.7,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GA7,GA-7 Cougar,C,GA7.jpg,AC2,115,True,1978,1979,,GULFSTREAM,USA,9.04,11.23,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
GA7C,"G-8, G700",C,21219-mid.jpg,AC7,53,True,2019,,,GULFSTREAM,USA,33.48,31.39,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GA8,GA-8 Airvan,C,gippsland_ga8_airvan-73661.jpg,AC0,262,True,2000,2020,,GIPPSAERO,AUSTRALIA,8.95,12.28,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
GA8C,"G-8, G800",C,,,10,True,2022,,,GULFSTREAM,USA,30.4,31.39,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GALX,G200 Galaxy,C,iai_1126_galaxy.jpg,AC2,250,True,1999,2011,,IAI,ISRAEL,18.97,17.7,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,cruciform,1,,
GJ1,"GJ-1, Wing Loong I",M,wing-loong-2.png,AC0,108,True,2011,,,CHENGDU,CHINA,8.7,17.6,,,prop,['fuselage'],1,L1P,low,straight,False,False,False,False,False,False,V-tail,0,,
GJ2,"GJ-2, Wing Loong II",M,R.jpeg,AC0,60,True,2017,,,CHENGDU,CHINA,11,20.5,,,prop,['fuselage'],1,L1T,low,straight,False,False,False,False,False,False,V-tail,0,,
GL5T,Global 5000,C,Bombardier-Global5000-top.png,AC7,408,True,1999,,,BOMBARDIER,CANADA,29.5,28.65,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GL7T,Global 7000,C,Bombardier-Global7000-top.png,AC7,100,True,2018,,,BOMBARDIER,CANADA,33.9,31.7,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLAS,III,C,Glasair-III.jpg,AC1,402,True,1986,,,GLASAIR,USA,6.52,7.11,8.33,AC9,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
GLEX,Global Express,C,,,408,True,2003,,,BOMBARDIER,CANADA,30.3,28.65,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF2,"G-2, G-1159B, VC-11A",X,GLF2.jpg,AC7,256,True,1967,1980,,GULFSTREAM,USA,24.36,20.98,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF3,"G-3, G-1159A",C,GLF3_3D.jpg,AC7,202,True,1980,1986,,GULFSTREAM,USA,25.3,23.7,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF4,"G-4, G300, G350, G450",C,GLF4.jpg,AC7,900,True,1985,2018,,GULFSTREAM,USA,26.9,23.7,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF5,"G-5, C-37A",X,GA5C.png,AC7,193,True,1997,,,GULFSTREAM,USA,29.4,28.48,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF55,"G-5, G500, G550, C-37B",X,GLF55_convert.jpg,AC7,600,True,2003,2021,,GULFSTREAM,USA,29.4,28.5,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLF6,"G-6, G650",C,G650.png,AC7,598,True,2009,,,GULFSTREAM,USA,30.41,30.36,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,T-tail,1,,
GLST,GlaStar,C,GLST_janes12.png,AC0,400,True,1994,,,GLASAIR,USA,6.81,10.67,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
GNAT,Gnat T.1,M,Folland_Gnat_T1-2.png,AC2,449,True,1959,,1979,FOLLAND,UK,9.65,7.32,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
GY80,GY-80 Horizon,M,,,273,True,1960,,,SOCATA,USA,6.64,9.7,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
H111,He-111,M,H111.png,AC1,6508,True,1935,1944,1945,HEINKEL,GERMANY,16.4,22.6,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
H25A,BAE-125-2/3/400/600,X,hawker_hs-125.png,AC2,970,True,1963,2013,,RAYTHEON,USA,14.74,14.33,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
H25B,BAE-125-700/800,X,H25B_3D.jpg,AC2,970,True,1963,2013,,RAYTHEON,USA,15.6,15.65,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
H25BW,BAE-125-800xp/900xp,X,hawker-900xp.png,AC2,700,True,1963,2013,,HAWKER,USA,15.6,16.56,,,jet,['hips'],2,L2J,low,swept,False,True,False,False,False,False,cruciform,1,,
H25C,BAE-125-1000,X,H25C_3D.jpg,AC2,52,True,1963,2013,,RAYTHEON,USA,16.4,15.7,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
H5,H-5,M,H5.jpg,AC0,319,True,1950,,1980,HARBIN,CHINA,17.65,21.45,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,cruciform,1,IL28,
H6,H-6,M,Xian_H-6.png,AC7,231,True,1969,,,XIAN,CHINA,34.8,34.189,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,TU16,
HA4T,Horizon 4000,C,Hawker_4000.png,AC7,73,True,2001,2013,,HAWKER,USA,21.11,18.82,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
HAHU,Hurricane,M,Hawker_Hurricane.png,AC2,14487,True,1937,1944,,HAWKER,UK,9.55,12.192,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
HAR,AV-8B Harrier,M,mcdonnell-douglas-av-8b-harrier-ii-2.png,AC2,337,True,1985,2003,,BRITISH AEROSPACE,UK,14.12,9.25,,,jet,['fuselage'],1,L1J,high,swept,False,False,False,False,False,False,fuselage,1,,
HAST,Hastings,M,HAST.png,AC0,151,True,1948,1952,1977,HANDLEY PAGE,UK,24.89,34.44,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
HAWK,T-45C Goshawk,M,Hawk_b.png,AC7,1000,True,1976,2022,,BRITISH AEROSPACE,UK,11.17,9.39,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
HCAT,F6F Hellcat,M,HCAT.jpeg,AC0,12275,True,1943,1945,1960,GRUMMAN,USA,10.16,13.056,4.928,AC8,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
HDJT,HA-420 HondaJet,C,21220-mid.jpg,AC2,226,True,2015,,,HONDA,JAPAN,12.99,12.12,,,jet,['wings'],2,L2J,low,straight,False,True,False,False,False,False,T-tail,1,,
HERN,DH.114 Heron,X,heron-1.png,AC0,149,True,1950,,,DE HAVILLAND,UK,14.78,21.79,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
HF20,HFB-320 Hansa,X,HF20.jpg,AC3,47,True,1964,2004,,HAMBURGER,GERMANY,16.61,14.49,,,jet,['hips'],2,L2J,mid,swept,True,False,False,False,False,False,T-tail,1,,
HMAT,HiMAT,M,Rockwell_HiMAT_RPRV-870.png,AC1,2,True,1978,1979,1983,ROCKWELL,USA,6.86,4.75,,,jet,['fuselage'],1,L1J,mid,swept,False,True,True,False,False,False,none,2,,
HR10,HR.100,C,robin_hr_100-81385.jpg,AC2,178,True,1969,1976,,ROBIN,FRANCE,7.59,9.08,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
HR45,Hermes 450,M,hermes_450_uav_drone.jpg,AC0,20,True,1998,,,ELBIT,ISRAEL,6.1,10.5,,,prop,['tail'],1,L1P,mid,straight,False,False,False,False,False,False,V-tail,0,,
HRM9,Hermes 900,M,HRM9_top.jpg,AC0,20,True,2010,,,ELBIT,ISRAEL,8.3,15,,,prop,['tail'],1,L1P,mid,straight,False,False,False,False,False,False,V-tail,0,,
HRON,Heron,M,,,20,True,2005,,,IAI,ISRAEL,8.5,16.6,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,True,fuselage,2,,
HT16,HJT-16 Kiran,M,hal_hjt_16_kiran.jpg,AC0,190,True,1968,1989,,HAL,INDIA,10.6,10.7,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,fuselage,1,,
HT2,HT-2,M,,,172,True,1953,,1990,HAL,INDIA,7.53,10.72,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
HT32,HJT-32 Deepak,M,hal-hpt-32-deepak.png,AC0,135,True,1984,1993,2009,HAL,INDIA,7.7,9.5,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
HT36,HJT-36 Sitara,M,HAL_HJT-36.png,AC0,16,False,2026,,,HAL,INDIA,11,10,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,fuselage,1,,
HUNT,Hunter T7,M,Hawker_Hunter.png,AC7,1972,True,1954,,,HAWKER SIDDELEY,UK,13.98,10.26,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
HUSK,A-1 Husky,C,,,650,True,1987,,,AVIAT,USA,6.88,10.82,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
I114,IL-114,C,il-114.png,AC0,20,True,1998,,,ILYUSHIN,RUSSIA,26.88,30,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
I22,I-22 Iryda,M,I22.jpg,AC0,17,True,1985,,1996,PZL-MIELEC,POLAND,13.22,9.6,,,jet,['fuselage'],2,L2J,high,straight,False,False,False,False,False,False,fuselage,1,,
I451,"S-451, T-451",M,,,20,True,1952,1957,1960,IKARUS,YUGOSLAVIA,7.45,6.78,,,jet,['wings'],2,L2J,low,straight,False,False,False,False,False,False,cruciform,1,,
IA58,IA-58 Pucara,M,IA-58.png,AC2,110,True,1975,1993,,FMA,ARGENTINA,14.25,14.5,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,T-tail,1,,
IL10,Il-10 Beast,M,il-10.png,AC2,6166,True,1944,1954,1962,ILYUSHIN,RUSSIA,11.06,13.7,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
IL14,Il-14,X,Ilyushin_Il-14.png,AC2,1348,True,1954,,2005,ILYUSHIN,RUSSIA,22.3,31.7,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
IL18,Il-18/20/22/24,X,il-18-coot.png,AC0,678,True,1957,1985,,ILYUSHIN,RUSSIA,35.9,37.4,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
IL2,Il-2 Bark,M,Ilyushin_Il-2.png,AC0,36183,True,1941,1945,1954,ILYUSHIN,RUSSIA,11.65,14.6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
IL28,Il-28,M,il283v.jpg,AC0,6316,True,1950,,1980,ILYUSHIN,RUSSIA,17.65,21.45,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,cruciform,1,H5,
IL30,Il-30,M,IL30.png,AC1,1,True,1948,,,ILYUSHIN,RUSSIA,18,16.5,,,jet,['wings'],2,L2J,mid,swept,False,False,False,False,False,False,cruciform,1,,
IL38,Il-38 May,M,IL38_3D.jpg,AC0,58,True,1967,1972,,ILYUSHIN,RUSSIA,40.185,37.42,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
IL62,Il-62 Classic,X,IL-62.jpeg,AC7,292,True,1967,1995,,ILYUSHIN,RUSSIA,53.1,43.2,,,jet,['hips'],4,L4J,low,swept,False,False,False,False,False,False,T-tail,1,,
IL76,Il-76/78,M,ilyushine76_3v.jpg,AC0,1013,True,1974,,,ILYUSHIN,RUSSIA,46.6,50.5,,,jet,['wings'],4,L4J,high,swept,False,False,False,False,False,False,T-tail,1,,
IL86,Il-86/87,X,19622-mid.jpg,AC2,106,True,1980,1991,,ILYUSHIN,RUSSIA,59.54,48.06,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
IL96,Il-96,X,IL96_3D.jpg,AC0,30,True,1992,,,ILYUSHIN,RUSSIA,55.35,57.66,,,jet,['wings'],4,L4J,low,swept,False,True,False,False,False,False,fuselage,1,,
IR99,IAR-99 Soim,M,iar_99_soim.jpg,AC0,28,True,1987,2008,,AVIOANE,ROMANIA,11.01,9.85,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
J10,J-10,M,OIP.jpeg,AC1,602,True,2005,,,CHENGDU,CHINA,16.9,9.8,,,jet,['fuselage'],1,L1J,low,delta,False,False,True,False,False,False,none,1,,
J11,"J-11, J-16",M,J-11B.jpg,AC0,685,True,1998,,,SHENYANG,CHINA,21.935,14.7,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,2,SU27,
J20,J-20,M,R.png,AC1,210,True,2017,,,CHENGDU,CHINA,21.2,13.01,,,jet,['fuselage'],2,L2J,mid,delta,False,False,True,False,False,False,none,2,,
J31,"J-31, FC-31 Gyrfalcon",M,,,-1,True,2021,,,SHENYANG,CHINA,17.3,11.5,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,2,,
J328,328 jet,X,J328_3D.jpg,AC0,110,True,1996,2002,,DORNIER,GERMANY,20.9,20.9,,,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,T-tail,1,,
J3C,J3C Cub,X,Piper_J3_Cub.png,AC0,19888,True,1938,1947,,PIPER,USA,6.83,10.74,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
J5,J-5,M,J-5.png,AC7,1820,True,1957,1969,1992,SHENYANG,CHINA,11.36,9.628,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,MG17,
J6,J-6,M,shenyang_j_6.png,AC2,4500,True,1964,1986,1990,SHENYANG,CHINA,12.54,9,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,MG19,
J7,J-7 Fishbed-C,M,J-7G_3view.jpg,AC2,2400,True,1965,2013,,CHENGDU,CHINA,13.945,8.32,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,1,,
J8A,J-8A,M,Shenyang_J-8A.png,AC1,50,True,1980,,,SHENYANG,CHINA,21.6,9.3,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,1,,
J8B,J-8B,M,Shenyang_J-8.png,AC2,358,True,1984,,,SHENYANG,CHINA,20.53,9.344,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,1,,
JAB4,Jabiru J230,C,,,100,True,,,,JABIRU,AUSTRALIA,6.55,9.55,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
JAGR,"GR3A, Jaguar",M,JAGR.jpg,AC1,543,True,1973,1981,2014,SEPECAT,UK,16.8,8.7,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
JAST,J-21 Jastreb,M,Soko_J-21_Jastreb.png,AC0,224,True,1965,1977,2006,SOKO,YUGOSLAVIA,10.88,11.68,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
JF17,"JF-17, FC-1",M,JF17.jpeg,AC1,160,True,2007,,,CHENGDU,CHINA,14.26,8.45,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,1,,
JH7,JH-7,M,JH-7A.jpg,AC7,270,True,1992,,,XIAN,CHINA,21.025,12.705,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,fuselage,1,,
JL10,"JL-10, L-15",M,L15.png,AC1,50,True,2013,,,HONGDU,CHINA,12.4,9.4,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,1,,
JL8,JL-8,M,OIP.jpeg,AC1,500,True,1994,,,HONGDU,CHINA,11.6,9.63,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,fuselage,1,,
JL9,JL-9,M,Sjl9.jpg,AC2,81,True,2003,,,GUIZHOU,CHINA,14.555,8.32,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,fuselage,1,,
JPATS,"JPATS, 526 CitationJet",C,Cessna_JPATS.jpg,AC0,2,True,1993,,,CESSNA,USA,12.4,11.28,,,jet,['fuselage'],2,L2J,low,straight,False,False,False,False,False,False,fuselage,1,,
JPRO,"T3A, Jet Provost",M,jpro.jpg,AC2,734,True,1955,1967,1993,HUNTING,UK,10.27,11.25,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
JS31,"Jetstream 31, HP-137",C,JS31_3D.jpg,AC2,452,True,1982,1993,,BRITISH AEROSPACE,UK,14.37,15.85,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
JS41,Jetstream 41,C,JS41_3D.jpg,AC2,100,True,1992,1997,,BRITISH AEROSPACE,UK,19.25,18.29,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,cruciform,1,,
JU52,Ju-52,M,junkers_ju_52_3m_g5e.jpg,AC2,4845,True,1932,1945,,JUNKERS,GERMANY,18.9,29.25,,,prop,"['nose', 'wings']",3,L3P,low,straight,False,False,False,False,False,False,fuselage,1,,
JVLN,Javelin,M,gloster-javelin.jpg,AC7,436,True,1956,,1968,GLOSTER,UK,17.38,15.86,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,T-tail,1,,
K35R,KC-135 Stratotanker,M,K35R_3D.jpg,AC7,803,True,1957,1965,,BOEING,USA,41.53,39.88,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
KA8,Ka-8,C,Ka-8.jpg,AC2,1100,True,,,,SCHLEICHER,GERMANY,7,15,,,none,['none'],0,L0G,high,straight,False,False,False,False,False,False,fuselage,1,,
KC10,KC-10 Extender,M,DC10_3D.jpg,AC0,62,True,1981,1987,2021,MCDONNELL DOUGLAS,USA,55.35,50.39,,,jet,"['wings', 'tail']",3,L3J,low,swept,False,False,False,False,False,False,fuselage,1,,
KC2,C-2,M,21273-wm.jpg,AC2,22,True,2016,,,KAWASAKI,JAPAN,43.9,44.4,,,jet,['wings'],2,L2J,high,swept,False,False,False,False,False,False,T-tail,1,,
KC46,KC-46 Pegasus,M,Boeing_767_KC46.jpg,AC2,72,True,2019,,,BOEING,USA,47.24,48.4,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
KC97,KC-97 Stratotanker,M,boeing_kc_97l_stratofreighter-84923.jpg,AC2,811,True,1951,1956,1978,BOEING,USA,36.65,43.1,,,prop,['wings'],4,L4P,low,straight,False,False,False,False,False,False,fuselage,1,,
KFIR,KFIR,M,iai-kfir.jpg,AC1,220,True,1976,,,IAI,ISRAEL,15.65,8.22,,,jet,['fuselage'],1,L1J,low,delta,False,False,True,False,False,False,none,1,,
KJ2,KJ-200,M,R-1.jpeg,AC0,11,True,,,,SHAANXI,CHINA,36.7,40,,,prop,['wings'],4,L4T,high,straight,False,False,False,False,True,False,fuselage,3,,
KJ20,KJ-2000,M,XAC_KJ-2000_janes11.png,AC0,5,True,,,,XIAN,CHINA,46.59,50.5,,,jet,['wings'],4,L4J,high,swept,False,False,False,False,True,False,T-tail,1,,
KJ5,KJ-500,M,kj500_3.jpg,AC0,20,True,,,,SHAANXI,CHINA,36.065,38,,,prop,['wings'],4,L4T,high,straight,False,False,False,False,True,False,fuselage,3,,
KJ6,KJ-600,M,KJ-600.png,AC0,2,True,,,,XIAN,CHINA,18.14,25,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,True,False,fuselage,4,,
KODI,Kodiak 100 Series,C,14646-mid.jpg,AC2,150,True,2007,,,DAHER,USA,10.41,13.72,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
