ICAO,name,CMX,bpt_file,lw_rule,num_built,active,year_introduced,year_last_produced,year_retired,manufacturer,country,length,wingspan,wingspan_swept_folded,lw_rule2,engine_type,engine_position,num_engines,description,wing_position,wing_shape,wingtip_tanks,winglets,canards,amphibious,awacs,twin_boom,tail_position,num_tail_fins,Notes,bpt_file2
P51,P-51 Mustang,M,north-american-p-51d-mustang_2.jpg,AC2,15000,True,1942,,1984,NORTH AMERICAN,USA,9.83,11.28,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P63,P-63 Kingcobra,M,P-63.png,AC2,3303,True,1943,1945,,BELL,USA,9.96,11.68,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
P66T,P.166,X,P66P_3D.jpg,AC1,154,True,,,,PIAGGIO,ITALY,11.88,14.69,,,prop,['wings'],2,L2T,high,straight,True,False,False,False,False,False,fuselage,1,,
P68,P.68 Observer,X,P68.jpg,AC1,431,True,1970,,,VULCANAIR,ITALY,9.55,12,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
P750A,P-750 XL,C,05561-mid.jpg,AC0,120,True,2001,,,PAC,NEW ZEALAND,11.46,12.81,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
P750B,P-750 XSTOL,C,14636-mid.jpg,AC0,120,True,2001,,,PAC,NEW ZEALAND,11.84,12.81,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
P8,P-8A Poseidon,M,10289596t.jpg,AC7,155,True,2013,,,BOEING,USA,39.47,37.64,,,jet,['wings'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
P808,PD.808,X,PD-808.jpg,AC0,24,True,,,,PIAGGIO,ITALY,12.85,13.2,,,jet,['hips'],2,L2J,low,straight,True,False,False,False,False,False,cruciform,1,,
P80A,P-80 Shooting Star,M,P-80.png,AC0,1715,True,1945,1950,1974,LOCKHEED,USA,10.49,11.81,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
P82,F-82 Twin Mustang,M,NA_P82.jpg,AC7,272,True,1946,,1953,NORTH AMERICAN,USA,12.01,15.62,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,True,fuselage,2,,
PA11,"PA-11 Cub Special, L-18B",C,,,1541,True,1947,1949,,PIPER,USA,6.8,10.7,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA12,PA-12 Super Cruiser,C,Piper_PA-12_Super_Cruiser.png,AC0,3760,True,1946,1948,,PIPER,USA,6.96,10.81,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA14,PA-14 Family Cruiser,C,PA14.jpg,AC0,238,True,1947,1949,,PIPER,USA,7.06,10.82,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA15,PA-15/17 Vagabond,C,PA15.jpg,AC2,601,True,1948,,,PIPER,USA,5.69,8.92,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA16,PA-16 Clipper,C,,,736,True,1949,1949,,PIPER,USA,6.12,8.92,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA18,"PA-18 Super Cub, L-18C",X,piper-pa-18-super-cub.jpg,AC0,7326,True,1949,1994,,PIPER,USA,6.88,10.73,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA18S,PA-18 Super Cub Seaplane,C,PA-18_floatplane.jpg,AC2,3000,True,1949,1994,,PIPER,USA,6.88,10.73,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
PA18X,PA-18 Super Cub Boxed,C,PA18_3D_boxed_gimp.jpg,AC2,7326,True,1949,1994,,PIPER,USA,7.1,10.82,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA18XS,PA-18 Super Cub Boxed Seaplane,C,PA18_3D_boxed_floatplane_gimp.jpg,AC2,3000,True,1949,1994,,PIPER,USA,7.1,10.82,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
PA22,PA-22 Tri-Pacer,C,PA22_TriPacer.jpeg,AC2,10610,True,1950,1964,,PIPER,USA,6.25,8.92,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA22S,PA-22 Tri-Pacer Seaplane,C,PA22_TriPacer_floatplane_gimp.jpeg,AC2,10610,True,1950,1964,,PIPER,USA,6.25,8.92,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
PA22X,PA-22 Tri-Pacer Boxed,C,PA22_TriPacer_boxed_gimp.jpeg,AC2,10610,True,1950,1964,,PIPER,USA,6.49,9.52,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PA22XS,PA-22 Tri-Pacer Boxed Seaplane,C,PA22_TriPacer_boxed_floatplane_gimp.jpeg,AC2,10610,True,1950,1964,,PIPER,USA,6.49,9.52,,,prop,['nose'],1,L1P,high,straight,False,False,False,True,False,False,fuselage,1,,
PA23,PA-23 Apache,C,Piper-PA-23-Apache.jpg,AC0,2047,True,1954,1962,,PIPER,USA,8.41,11.33,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA23C,"PA-23-250 Aztec B,C,D",C,Piper-PA-23-Aztec.jpg,AC0,2405,True,1959,1968,,PIPER,USA,9.21,11.33,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA23X,PA-23 Apache boxed wingtips,C,Piper-PA-23-Apache-boxed-gimp.jpg,AC0,2047,True,1954,1962,,PIPER,USA,8.16,11.085,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA24,PA-24 Comanche,C,PA24.jpeg,AC0,4857,True,1958,1972,,PIPER,USA,7.7,10.96,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA27,"PA-23-250 Aztec E,F, U-11A",X,AztecF.jpg,AC0,2406,True,1969,1981,,PIPER,USA,9.52,11.34,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA27X,"PA-23-250 Aztec B,C,D boxed wingtips",C,PA23_3D_gimp_boxed.jpg,AC0,2405,True,1959,1968,,PIPER,USA,9.43,11,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA30,"PA-30, PA-39 Twin Comanche",C,piper_pa30_3v.jpg,AC0,2156,True,1962,1972,,PIPER,USA,7.67,10.96,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA31,PA-31 Navajo,C,piper-pa-31-navajo.jpg,AC2,2942,True,1967,1984,,PIPER,USA,10.52,12.4,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA31S,PA-31-325 Navajo CR,C,PIPER-NAVAJO-SERIES.png,AC0,1000,True,1967,1984,,PIPER,USA,9.7,12.4,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA32,PA-32 Cherokee Six,C,Piper_PA-32_Manual_2-1.png,AC0,7842,True,1965,2007,,PIPER,USA,8.45,10,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA34,PA-34 Seneca,C,PA34_Seneca.jpeg,AC2,5037,True,1971,,,PIPER,USA,8.7,11.9,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA38,PA-38 Tomahawk,C,PA-38.png,AC0,2484,True,1978,1982,,PIPER,USA,7.06,10.36,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,T-tail,1,,
PA44,PA-44 Seminole,C,Piper_PA-44-180T_Seminole_janes82.png,AC0,926,True,1979,,,PIPER,USA,8.4,11.8,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,T-tail,1,,
PA46,"PA-46-350P Malibu Mirage, M350",C,piper_m350-85809.jpg,AC2,779,True,1979,,,PIPER,USA,8.81,13.11,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PA48,PA-48 Enforcer,M,PA48-22.jpg,AC2,4,True,1971,,1984,PIPER,USA,10.41,12.6,,,prop,['nose'],1,L1T,low,straight,True,False,False,False,False,False,fuselage,1,,
PAY1,PA-31T Cheyenne,C,PA-31_Navajo.png,AC0,412,True,1974,1985,,PIPER,USA,10.1,13.01,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
PAY1T,PA-31T Cheyenne (tip tanks),C,PAY1_3D.jpg,AC2,411,True,1974,1985,,PIPER,USA,10.57,13.01,,,prop,['wings'],2,L2T,low,straight,True,False,False,False,False,False,fuselage,1,,
PAY3,PA-42 Cheyenne III,C,PAY3_3D.jpg,AC2,192,True,1979,1993,,PIPER,USA,13.23,14.53,,,prop,['wings'],2,L2T,low,straight,True,False,False,False,False,False,T-tail,1,,
PC12,PC-12 Eagle,X,Spc12.png,AC2,2000,True,1994,,,PILATUS,SWITZERLAND,14.4,16.2,,,prop,['nose'],1,L1T,low,straight,False,True,False,False,False,False,T-tail,1,,
PC21,PC-21,X,PC21_3D.jpg,AC0,211,True,2008,,,PILATUS,SWITZERLAND,11.22,9.11,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
PC24,PC-24,C,PC24_3D.jpg,AC2,100,True,,,,PILATUS,SWITZERLAND,16.8,17,,,jet,['hips'],2,L2J,low,straight,False,False,False,False,False,False,T-tail,1,,
PC6T,"PC-6 Turbo Porter, UV-20 Chiricahua",X,Pilatus_PC-6_Turbo-Porter.png,AC0,604,True,,,,PILATUS,SWITZERLAND,11,15.87,,,prop,['nose'],1,L1T,high,straight,False,False,False,False,False,False,fuselage,1,,
PC7,PC-7 Astra,X,pc7.jpeg,AC0,618,True,1978,,,PILATUS,SWITZERLAND,9.8,10.4,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
PC9,PC-9 Beech,X,PC9_3D.jpg,AC0,265,True,,,,PILATUS,SWITZERLAND,10.14,10.125,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
PEMB,Pembroke,M,P.66-Pembroke.png,AC2,128,True,1953,1958,1988,PERCIVAL,UK,14.02,19.66,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
PILL,T-35 Pillan,M,T35.jpg,AC0,154,True,1984,1991,,ENAER,CHILE,8,8.84,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PIVI,Virus,C,PIVI.jpeg,AC0,1000,True,1999,,,PIPISTREL,SLOVENIA,6.5,10.71,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,T-tail,1,,
PL12,PL-12 Airtruk / Skyfarmer,C,transavia_pl_12_airtruck.jpg,AC7,138,True,1966,1993,,TRANSAVIA,AUSTRALIA,6.4,11.98,,,prop,['nose'],1,L1P,mid,straight,False,False,False,False,False,True,cruciform,2,,
PL2,PL-2,C,,,4,True,1962,,,PAZMANY,USA,5.88,8.53,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PPRO,P.56 Provost T.1,M,T1.jpg,AC0,461,True,1953,1956,1969,PERCIVAL,UK,8.69,10.67,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PRCE,Sea Prince,M,Prince.jpeg,AC2,75,True,1948,1978,,PERCIVAL,UK,14.12,17.07,,,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,fuselage,1,,
PREN,Prentice,M,prentice-1.png,AC2,525,True,1947,1949,1953,PERCIVAL,UK,9.53,14.02,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PRM1,390 Premier 1,C,PRM1_3D.jpg,AC7,292,True,2001,2012,,RAYTHEON,USA,14.02,13.56,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
PUP,B.121 Pup,C,beagle_pup_3v.jpg,AC2,175,True,1968,1970,,BEAGLE,UK,7.06,9.45,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
PV1,"PV-1 Ventura, B-34 Lexington",M,Lockheed_PV-1_Ventura.png,AC0,2400,True,1941,1950,,LOCKHEED,USA,15.7,20,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,2,,
PV2,PV-2 Harpoon,M,PV2.png,AC0,535,True,1944,1950,,LOCKHEED,USA,15.875,22.86,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,2,,
PZ04,PZL-104 Wilga,X,wilga.png,AC0,1000,True,1962,2006,,PZL-OKECIE,POLAND,8.1,11.12,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PZ05,PZL-105 Flaming,C,PZL-105.jpg,AC0,2,True,1989,,,PZL-OKECIE,POLAND,8.7,12.97,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
PZ06,PZL-106 Kruk,X,kruk.jpeg,AC0,275,True,1976,,,PZL-OKECIE,POLAND,9.25,14.9,,,prop,['nose'],1,L1P,low,swept,False,False,False,False,False,False,fuselage,1,,
PZ101,PZL-101 Gawron,X,PZ101.png,AC0,325,True,1960,1968,,PZL-OKECIE,POLAND,9,12.6,,,prop,['nose'],1,L1P,high,swept,False,False,False,False,False,False,fuselage,1,,
PZ37,P-37 Los,M,pzl_p_37_los_1936.jpg,AC0,120,True,1938,1939,1944,PZL,POLAND,12.92,17.93,,,prop,['wings'],2,L2P,low,straight,False,False,False,False,False,False,fuselage,2,,
PZ3T,PZL-130 Orlik,M,PZ3T.jpeg,AC0,59,True,1994,1985,,PZL-OKECIE,POLAND,9,9,,,prop,['nose'],1,L1T,low,straight,False,False,False,False,False,False,fuselage,1,,
Q5,Q-5 Fantan,M,R.jpeg,AC2,1300,True,1970,2012,2017,NANCHANG,CHINA,15.65,9.7,,,jet,['fuselage'],2,L2J,mid,swept,False,False,False,False,False,False,fuselage,1,,
R100,R.1180 Aiglon,C,,,67,True,,,,ROBIN,FRANCE,7.26,9.08,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
R135,RC-135,M,,,32,True,1961,,,BOEING,USA,41.5,39.9,,,jet,['wings'],4,L4J,low,swept,False,False,False,False,False,False,fuselage,1,,
RALL,Rallye,C,Rallye.jpeg,AC2,3300,True,1961,1982,,SOCATA,FRANCE,7.24,9.74,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RB1,RB-1 Conestoga,M,Budd_RB-1_Conestoga.png,AC0,20,True,1944,,,BUDD,USA,21,30,,,prop,['wings'],2,L2P,mid,straight,False,False,False,False,False,False,fuselage,1,,
RB57,RB-57D Canberra,M,RB-57D.png,AC0,20,True,1954,,1985,MARTIN,USA,20.1,32.31,,,jet,['wings'],2,L2J,mid,straight,False,False,False,False,False,False,fuselage,1,,
RC3,RC-3 Seabee,C,republic_rc_3_seabee-46627.jpg,AC2,1060,True,1946,1947,,REPUBLIC,USA,8.5,11.47,,,prop,['fuselage'],1,A1P,high,straight,False,False,False,False,False,False,cruciform,1,,
RF6,T-67 Firefly,C,T67.jpg,AC2,250,True,1974,1995,,SLINGSBY,UK,7.55,10.69,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RF84F,RF-84F Thunderflash,M,RF84F.png,AC2,715,True,1954,,1972,REPUBLIC,USA,14.48,10.21,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,cruciform,1,,
RFAL,Rafale,M,RFAL.jpeg,AC2,239,True,2001,,,DASSAULT,FRANCE,15.27,10.8,,,jet,['fuselage'],2,L2J,mid,delta,False,False,True,False,False,False,none,1,,
RQ4A,RQ-4A Global Hawk,M,GH_A_B_Compare.jpg,AC0,16,True,2001,,,GRUMMAN,USA,13.4,35.42,,,jet,['fuselage'],1,L1P,low,straight,False,False,False,False,False,False,V-tail,0,,
RQ4B,RQ-4B Global Hawk,M,GH_A_B_Compare.jpg,AC0,42,True,2001,,,GRUMMAN,USA,14.5,39.9,,,jet,['fuselage'],1,L1P,low,straight,False,False,False,False,False,False,V-tail,0,,
RS12,S-12 Airaile,C,s-l1200.jpg,AC2,1112,True,1990,,,RANS,USA,6.6,9.45,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
RS21,S-21 Outbound,C,S21-Outbound-color.jpg,AC0,100,True,1985,,,RANS,USA,6.83,8.53,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
RV10,RV-10,C,rv10-1.png,AC2,1010,True,2003,,,VANS,USA,7.44,9.68,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RV4,RV-4,C,RV-4.jpeg,AC2,1446,True,1980,,,VANS,USA,6.21,7.01,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RV7,RV-7,C,Vans-RV7.jpg,AC2,1910,True,2001,,,VANS,USA,6.2,7.6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RV8,RV-8,C,Vans-RV-8.png,AC2,1611,True,1995,,,VANS,USA,6.4,7.32,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
RV9,RV-9,C,rv-9_3view.png,AC2,1173,True,2001,,,VANS,USA,6.22,8.5,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
S05R,S-205-20R,C,23773-mid.jpg,AC0,620,True,1966,1980,,SIAI-MARCHETTI,SPAIN,8,10.86,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
S108,108 Voyager,C,Stinson_Voyager_150.png,AC2,5260,True,1946,1950,,PIPER,USA,7.46,10.33,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
S210,SE-210 Caravelle,C,S210.jpeg,AC2,282,True,1959,1972,2005,SUD,FRANCE,33.01,34.3,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,cruciform,1,,
S2P,S-2 Tracker,M,grumman-s-2e-tracker.jpg,AC2,1284,True,1954,,1975,GRUMMAN,USA,13.26,22.12,8.33,AC9,prop,['wings'],2,L2P,high,straight,False,False,False,False,False,False,cruciform,1,,
S3,S-3 Viking,M,S-3A.jpeg,AC2,188,True,1974,1978,2016,LOCKHEED,USA,16.26,20.93,8.99,AC9,jet,['wings'],2,L2J,high,straight,False,False,False,False,False,False,fuselage,1,,
S43,S-43,C,S43.jpeg,AC0,53,True,1935,1941,,SIKORSKY,USA,15.6,26.21,,,prop,['wings'],2,A2P,high,straight,False,False,False,True,False,False,cruciform,1,,
S601,SN-601 Corvette,C,,,40,True,,,,AEROSPATIALE,FRANCE,13.8,12.9,,,jet,['hips'],2,L2J,low,swept,True,False,False,False,False,False,cruciform,1,,
SATA,HA-200 Saeta,M,SATA.png,AC2,212,True,1962,,,HISPANO,SPAIN,8.92,11.02,,,jet,['fuselage'],2,L2J,low,straight,False,False,False,False,False,False,cruciform,1,,
SB05,Sk60 105,M,SB05_3D.jpg,AC0,192,True,,,,SAAB,SWEDEN,10.8,9.5,,,jet,['fuselage'],2,L2J,high,swept,False,False,False,False,False,False,T-tail,1,,
SB20,2000,C,SB20_3D.jpg,AC0,63,True,1994,1999,,SAAB,SWEDEN,27.28,24.76,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
SB29,SB-29 Tunnan,M,saab_29_tunnan.jpg,AC0,661,True,1951,1956,1976,SAAB,SWEDEN,10.23,11,,,jet,['fuselage'],1,L1J,mid,swept,False,False,False,False,False,False,fuselage,1,,
SB32,J32 Lansen,M,Lansen.png,AC7,450,True,1956,1960,1997,SAAB,SWEDEN,14.65,13,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
SB35,J35 Draken,M,saab-j-35-draken-8.jpg,AC1,651,True,1960,1974,2005,SAAB,SWEDEN,15.35,9.42,,,jet,['fuselage'],1,L1J,mid,delta,False,False,False,False,False,False,none,1,,
SB37,J37 Viggen,M,SB37_3D.jpg,AC1,329,True,1971,1990,2007,SAAB,SWEDEN,16.4,10.6,,,jet,['fuselage'],1,L1J,low,delta,False,False,True,False,False,False,none,1,,
SB39,J39 Gripen,M,saab-jas-39-gripen.png,AC1,300,True,1996,,,SAAB,SWEDEN,14.1,8,,,jet,['fuselage'],1,L1J,mid,delta,False,False,True,False,False,False,none,1,,
SBOY,Skyboy,C,Skyboy_12.jpg,AC2,100,True,1992,,,INTERPLANE,CZECH REPUBLIC,6.37,9.5,,,prop,['fuselage'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
SBR1,"NA-265-60, Sabreliner 60, T-39",C,SBR1_3D.jpg,AC0,500,True,1962,1982,,ROCKWELL,USA,13.34,13.54,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
SBR2,"NA-265-75 Sabreliner 75, T-39",C,Rockwell_Sabre75A_janes74.png,AC0,300,True,1962,1982,,ROCKWELL,USA,14.38,13.54,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,fuselage,1,,
SC01,SC-01 Speed Canard,C,,,62,True,1980,1995,,GYROFLUG,GERMANY,4.7,7.77,,,prop,['tail'],1,L1P,mid,swept,False,True,True,False,False,False,none,0,,
SC7,SC-7,X,SC7_3D.jpg,AC0,149,True,1963,1986,,SHORT,UK,12.2,19.8,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,2,,
SF25,SF-25 Falke,X,SF25_3D.jpg,AC2,1200,True,1963,,,SCHEIBE,GERMANY,7.6,15.3,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SF34,SF-340,C,SF34_3D.jpg,AC0,459,True,1984,1999,,SAAB,SWEDEN,19.7,21.4,,,prop,['wings'],2,L2T,low,straight,False,False,False,False,False,False,fuselage,1,,
SF50,SF-50 Vision,C,Cirrus_Vision_SF50_janes11.png,AC2,418,True,2016,,,CIRRUS,USA,9.02,11.73,,,jet,['fuselage'],1,L1J,low,straight,False,False,False,False,False,False,V-tail,0,,
SGUP,B-377SGT Super Guppy,C,SGUP.jpg,AC0,5,True,1965,,,AERO SPACELINES,USA,43.84,47.625,,,prop,['wings'],4,L4T,low,straight,False,False,False,False,False,False,fuselage,1,,
SH24,S.24 Surveyor,M,,,1,True,,,,SHORT,UK,16,21,,,prop,['wings'],4,L4P,high,straight,False,False,False,True,False,False,fuselage,1,,
SH33,SD3-30,X,SH33_3D.jpg,AC0,141,True,,,,SHORT,UK,17.7,22.8,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,2,,
SH36,SD3-360,X,SH36_3D.jpg,AC0,165,True,,,,SHORT,UK,21.6,22.8,,,prop,['wings'],2,L2T,high,straight,False,False,False,False,False,False,fuselage,1,,
SHAW,Sea Hawk,M,Hawker_Sea_Hawk.png,AC2,542,True,1953,,1983,HAWKER SIDDELEY,UK,12.09,11.89,4.04,AC9,jet,['fuselage'],1,L1J,mid,straight,False,False,False,False,False,False,cruciform,1,,
SIRA,P2002 Sierra,C,P2002-JF.png,AC0,457,True,2003,,,TECNAM,ITALY,6.63,8.6,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SJ30,SyberJet SJ-30,C,SJ30_3D.jpg,AC7,8,True,2006,,,SWEARINGEN,USA,14.3,12.9,,,jet,['hips'],2,L2J,low,swept,False,False,False,False,False,False,T-tail,1,,
SKYR,185 SkyRanger,C,Commonwealth_185_SkyRanger.jpg,AC0,358,True,1940,1947,,COMMONWEALTH,USA,6.63,10.36,,,prop,['nose'],1,L1P,high,straight,False,False,False,False,False,False,fuselage,1,,
SLNT,S.45A Solent,M,Short_Solent.png,AC0,23,True,1946,,,SHORT,UK,26.72,34.37,,,prop,['wings'],4,A4P,high,straight,False,False,False,False,False,False,fuselage,1,,
SM62,SM-62 Snark,M,Snark.jpg,AC0,100,True,1959,1961,,NORTHROP,USA,20.47,12.88,,,jet,['tail'],1,L1J,high,swept,False,False,False,False,False,False,none,1,,
SNGY,Synergy,C,,,-1,True,,,,LANCAIR,USA,6.7,7.77,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SPIT,Spitfire,M,supermarine-spitfire-mk-ixc.jpg,AC0,20351,True,1938,1948,1961,SUPERMARINE,UK,9.12,11.23,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SR20,SR-20,C,SR-20.png,AC2,1459,True,1999,,,CIRRUS,USA,7.92,10.85,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SR22,SR-22,C,SR22_3D.jpg,AC2,7240,True,2001,,,CIRRUS,USA,7.92,11.73,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SR71,SR-71 Blackbird,M,Lockheed_SR-71A.png,AC1,32,True,1966,,1999,LOCKHEED,USA,32.74,16.94,,,jet,['wings'],2,L2J,mid,delta,False,False,False,False,False,False,none,2,,
SS2P,S-2R Thrush,C,S-2R_Thrush.jpeg,AC2,500,True,1956,,,AYRES,USA,8.89,13.51,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SS2T,S-2R Turbo Thrush,C,S-2R-T34_Turbo_Thrush_janes04.png,AC2,1000,True,1959,,,AYRES,USA,10.06,14.48,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
SSAB,F-100D Super Sabre,M,f-100d-super-sabre.jpg,AC2,1274,True,1954,1959,1988,NORTH AMERICAN,USA,14.57,11.81,,,jet,['fuselage'],1,L1J,low,swept,False,False,False,False,False,False,fuselage,1,,
STAR,2000A Starship,C,STAR_3D.jpg,AC0,53,True,1983,1995,,BEECH,USA,14.1,16.6,,,prop,['wings'],2,L2T,low,swept,False,True,True,False,False,False,none,0,,
STIL,T-9 Stiletto,C,STIL.jpeg,AC0,100,True,1990,,,TERZI,ITALY,6.85,10.26,,,prop,['nose'],1,L1P,low,straight,False,False,False,False,False,False,fuselage,1,,
STRK,Strikemaster,M,bac_167_strikemaster.jpg,AC2,146,True,1967,1983,1993,BAC,UK,10.274,11.23,,,jet,['fuselage'],1,L1J,low,straight,True,False,False,False,False,False,fuselage,1,,
SU11,Su-11 Fishpot-C,M,sukhoj-su-11.jpg,AC1,108,True,1964,1965,1983,SUKHOI,RUSSIA,18.225,8.536,,,jet,['fuselage'],1,L1J,low,delta,False,False,False,False,False,False,fuselage,1,,
SU15,Su-15,M,Su-15.jpg,AC0,1290,True,1965,1979,1996,SUKHOI,RUSSIA,19.56,9.43,,,jet,['fuselage'],2,L2J,mid,delta,False,False,False,False,False,False,fuselage,1,,
SU17,Su-17,M,R.png,AC1,2867,True,1970,1990,,SUKHOI,RUSSIA,18.75,13.8,10.02,AC9,jet,['fuselage'],1,L1J,mid,swing,False,False,False,False,False,False,fuselage,1,,
SU24,Su-24,M,sukhoi-su-24.jpg,AC1,1400,True,1974,1993,,SUKHOI,RUSSIA,24.53,17.64,10.365,AC9,jet,['fuselage'],2,L2J,high,swing,False,False,False,False,False,False,fuselage,1,,
SU25,Su-25,M,SU25-1.png,AC1,1000,True,1981,2017,,SUKHOI,RUSSIA,15.53,14.36,,,jet,['fuselage'],2,L2J,high,swept,True,False,False,False,False,False,fuselage,1,,
